date, pm25, pm10, o3, no2, so2, co
2019/5/7, 88, 37, 45, 10, , 3
2019/5/8, 87, 28, 67, 13, 1, 3
2019/5/9, 39, 29, 62, 16, , 3
2019/5/10, 50, 37, 69, 18, , 3
2019/5/11, 57, 410, 35, 16, 1, 2
2019/5/12, 216, 257, 45, 18, 3, 4
2019/5/13, 223, 156, 17, 29, 4, 6
2019/5/14, 169, 100, 54, 20, 2, 4
2019/5/15, 121, 79, 19, 19, 2, 5
2019/5/16, 122, 53, 77, 15, 2, 5
2019/5/17, 92, 66, 46, 27, 2, 6
2019/5/18, 119, 71, 43, 9, 2, 3
2019/5/19, 72, 58, 54, 19, 2, 3
2019/5/20, 73, 53, 68, 17, 2, 3
2019/5/21, 77, 44, 89, 23, , 3
2019/5/22, 68, 44, 49, 23, 2, 3
2019/5/23, 70, 57, 105, 23, 3, 3
2019/5/24, 82, 53, 112, 15, 2, 4
2019/5/25, 89, 83, 59, 15, 2, 2
2019/5/26, 91, 51, 36, 8, 2, 
2019/5/27, 56, 20, 31, 9, 2, 3
2019/5/28, 47, 23, 37, 10, , 3
2019/5/29, 52, 26, 63, 11, 2, 4
2019/5/30, 51, 40, 82, 16, 2, 4
2019/5/31, 75, 40, 66, 10, 2, 3
2019/6/1, 72, 60, 66, 11, 2, 2
2019/6/2, 82, 47, 79, 18, 2, 3
2019/6/3, 78, 60, 135, 17, 3, 5
2019/6/4, 100, 21, 40, 6, 2, 4
2019/6/5, 41, 33, 72, 12, 2, 5
2019/6/6, 62, 43, 119, 15, 2, 5
2019/6/7, 80, 49, 104, 12, 3, 5
2019/6/8, 87, 48, 98, 15, 2, 5
2019/6/9, 94, 47, 114, 19, 2, 5
2019/6/10, 88, 45, 70, 19, 2, 5
2019/6/11, 84, 31, 58, 13, 2, 4
2019/6/12, 63, 33, 104, 17, 2, 4
2019/6/13, 58, 46, 75, 22, 2, 4
2019/6/14, 81, 27, 41, 10, 2, 4
2019/6/15, 81, 29, 71, 14, 2, 4
2019/6/16, 76, 50, 39, 24, 2, 6
2019/6/17, 103, 40, 99, 16, 2, 6
2019/6/18, 77, 43, 28, 20, 2, 6
2019/6/19, 94, 22, 26, 11, 1, 7
2019/6/20, 54, 25, 20, 13, 1, 9
2019/6/21, 67, 42, 53, 8, 1, 10
2019/6/22, 106, 51, 102, 11, 1, 8
2019/6/23, 116, 48, 37, 16, 2, 7
2019/6/24, 92, 50, 99, 12, 1, 8
2019/6/25, 120, 58, 96, 18, 1, 8
2019/6/26, 147, 47, 37, 10, 1, 9
2019/6/27, 122, 10, 37, 4, 1, 4
2019/6/28, 21, 36, 33, 11, 1, 4
2019/6/29, 59, 34, 67, 12, 2, 4
2019/6/30, 62, 33, 95, 17, 2, 5
2019/1/1, 240, 144, 8, 45, 5, 23
2019/1/2, 286, 168, 18, 34, 5, 22
2019/1/3, 317, 161, 12, 32, 7, 18
2019/1/4, 292, 153, 6, 43, 7, 20
2019/1/5, 272, 185, 9, 33, 5, 21
2019/1/6, 344, 138, 22, 25, 5, 14
2019/1/7, 233, 95, 6, 39, 8, 12
2019/1/8, 174, 125, 10, 37, 9, 14
2019/1/9, 206, 113, 11, 27, 5, 12
2019/1/10, 209, 127, 11, 32, 5, 18
2019/1/11, 232, 148, 12, 35, 5, 19
2019/1/12, 260, 163, 5, 49, 3, 22
2019/1/13, 328, 137, 19, 40, 4, 18
2019/1/14, 309, 63, 23, 22, 3, 6
2019/1/15, 72, 67, 11, 26, 5, 9
2019/1/16, 122, 83, 7, 37, 6, 13
2019/1/17, 164, 90, 8, 35, 5, 13
2019/1/18, 173, 79, 24, 28, 4, 10
2019/1/19, 141, 71, 24, 23, 6, 6
2019/1/20, 125, 55, 28, 21, 4, 4
2019/1/21, 101, 70, 13, 37, 6, 9
2019/1/22, 142, 80, 12, 41, 8, 13
2019/1/23, 167, 109, 5, 39, 9, 17
2019/1/24, 197, 83, 21, 22, 7, 10
2019/1/25, 128, 98, 11, 31, 11, 12
2019/1/26, 186, 110, 10, 29, 11, 13
2019/1/27, 204, 80, 14, 31, 8, 12
2019/1/28, 172, 98, 38, 27, 9, 13
2019/1/29, 188, 89, 21, 26, 6, 11
2019/1/30, 181, 52, 26, 8, 1, 6
2019/1/31, 96, 54, 18, 20, 3, 10
2019/2/1, 121, 95, 32, 14, 3, 9
2019/2/2, 154, 81, 37, 6, 2, 3
2019/2/3, 86, 60, 31, 16, 6, 6
2019/2/4, 129, 160, 39, 18, 15, 12
2019/2/5, 300, 117, 41, 16, 7, 12
2019/2/6, 234, 98, 16, 16, 4, 11
2019/2/7, 175, 82, 16, 11, 3, 10
2019/2/8, 167, 93, 9, 18, 6, 12
2019/2/9, 179, 81, 24, 14, 4, 10
2019/2/10, 174, 116, 24, 18, 2, 13
2019/2/11, 231, 116, 42, 16, 3, 14
2019/2/12, 225, 102, 10, 20, 3, 12
2019/2/13, 200, 69, 16, 14, 2, 10
2019/2/14, 165, 88, 18, 23, 3, 14
2019/2/15, 187, 97, 12, 25, 6, 12
2019/2/16, 177, 100, 13, 23, 6, 13
2019/2/17, 195, 113, 23, 18, 3, 13
2019/2/18, 220, 106, 26, 24, 3, 15
2019/2/19, 230, 131, 23, 29, 3, 16
2019/2/20, 269, 119, 25, 27, 5, 16
2019/2/21, 237, 90, 34, 19, 2, 13
2019/2/22, 185, 88, 30, 29, 4, 12
2019/2/23, 186, 119, 54, 29, 8, 12
2019/2/24, 217, 104, 41, 29, 6, 10
2019/2/25, 197, 65, 35, 14, 4, 6
2019/2/26, 133, 67, 31, 13, 3, 8
2019/2/27, 153, 87, 17, 29, 4, 10
2019/2/28, 174, 84, 19, 24, 4, 10
2019/3/1, 166, 65, 16, 22, 3, 8
2019/3/2, 150, 54, 25, 31, 2, 7
2019/3/3, 141, 76, 37, 33, 3, 7
2019/3/4, 167, 74, 40, 32, 3, 8
2019/3/5, 160, 82, 35, 40, 6, 8
2019/3/6, 161, 84, 30, 36, 4, 6
2019/3/7, 158, 64, 31, 31, 5, 5
2019/3/8, 148, 80, 46, 32, 3, 6
2019/3/9, 152, 68, 35, 22, 3, 6
2019/3/10, 107, 53, 38, 16, 2, 4
2019/3/11, 72, 53, 32, 24, 3, 5
2019/3/12, 79, 70, 18, 28, 6, 7
2019/3/13, 118, 45, 43, 18, 2, 5
2019/3/14, 71, 55, 32, 29, 3, 6
2019/3/15, 87, 70, 36, 33, 3, 6
2019/3/16, 126, 87, 26, 38, 5, 7
2019/3/17, 135, 69, 46, 23, 3, 5
2019/3/18, 99, 82, 23, 33, 3, 7
2019/3/19, 109, 107, 50, 18, 3, 5
2019/3/20, 114, 101, 34, 8, 2, 4
2019/3/21, 80, 64, 23, 22, 2, 5
2019/3/22, 84, 73, 39, 25, 3, 5
2019/3/23, 102, 75, 37, 30, 4, 4
2019/3/24, 127, 74, 41, 32, 3, 5
2019/3/25, 122, 92, 44, 38, 5, 6
2019/3/26, 142, 82, 40, 27, 4, 5
2019/3/27, 112, 92, 47, 27, 3, 4
2019/3/28, 116, 94, 40, 25, 4, 4
2019/3/29, 106, 69, 40, 19, 3, 3
2019/3/30, 66, 75, 34, 32, 5, 6
2019/3/31, 130, 96, 47, 35, 5, 7
2018/10/1, 55, 43, 33, 27, 8, 9
2018/10/2, 73, 52, 33, 30, 8, 9
2018/10/3, 84, 54, 39, 29, 9, 10
2018/10/4, 109, 65, 44, 29, 9, 11
2018/10/5, 135, 64, 28, 24, 7, 11
2018/10/6, 102, 61, 9, 32, 4, 10
2018/10/7, 111, 79, 31, 22, 3, 9
2018/10/8, 129, 55, 32, 23, 3, 6
2018/10/9, 52, 85, 28, 29, 4, 7
2018/10/10, 65, 69, 17, 35, 4, 10
2018/10/11, 122, 84, 24, 39, 5, 12
2018/10/12, 167, 95, 4, 38, 4, 13
2018/10/13, 171, 66, 37, 17, 4, 10
2018/10/14, 164, 68, 37, 25, 3, 10
2018/10/15, 158, 66, 1, 29, 3, 9
2018/10/16, 154, 84, 30, 28, 4, 11
2018/10/17, 139, 58, 39, 19, 4, 10
2018/10/18, 115, 46, 31, 16, 4, 9
2018/10/19, 95, 43, 11, 23, 3, 8
2018/10/20, 116, 53, 13, 21, 3, 10
2018/10/21, 159, 47, 25, 18, 3, 8
2018/10/22, 75, 67, 18, 30, 4, 9
2018/10/23, 111, 83, 17, 38, 4, 11
2018/10/24, 157, 66, 31, 26, 4, 8
2018/10/25, 92, 63, 23, 27, 4, 7
2018/10/26, 80, 60, 27, 27, 4, 7
2018/10/27, 125, 56, 32, 25, 4, 6
2018/10/28, 87, 48, 31, 24, 4, 6
2018/10/29, 81, 53, 32, 24, 4, 6
2018/10/30, 79, 63, 18, 36, 4, 7
2018/10/31, 111, 88, 39, 41, 5, 10
2018/11/1, 166, 91, 36, 46, 5, 11
2018/11/2, 163, 80, 34, 36, 5, 10
2018/11/3, 152, 59, 21, 16, 4, 6
2018/11/4, 73, 39, 10, 18, 3, 6
2018/11/5, 90, 21, 19, 12, 3, 6
2018/11/6, 66, 28, 25, 17, 3, 7
2018/11/7, 78, 42, 10, 33, 3, 10
2018/11/8, 109, 62, 17, 34, 4, 11
2018/11/9, 154, 78, 5, 35, 3, 13
2018/11/10, 176, 69, 10, 29, 3, 10
2018/11/11, 165, 86, 7, 33, 3, 10
2018/11/12, 188, 102, 4, 35, 3, 11
2018/11/13, 211, 118, 3, 30, 4, 12
2018/11/14, 232, 74, 11, 15, 3, 8
2018/11/15, 113, 44, 11, 16, 3, 7
2018/11/16, 81, 33, 21, 12, 3, 7
2018/11/17, 82, 44, 26, 17, 8, 8
2018/11/18, 77, 63, 17, 26, 4, 10
2018/11/19, 126, 70, 4, 24, 3, 11
2018/11/20, 154, 53, 28, 19, 4, 8
2018/11/21, 75, 63, 15, 27, 4, 9
2018/11/22, 131, 70, 16, 33, 5, 12
2018/11/23, 147, 107, 12, 42, 5, 15
2018/11/24, 201, 93, 9, 41, 5, 12
2018/11/25, 181, 317, 17, 31, 4, 9
2018/11/26, 187, 296, 4, 33, 5, 9
2018/11/27, 180, 159, 16, 33, 5, 10
2018/11/28, 173, 147, 3, 51, 5, 13
2018/11/29, 207, 176, 12, 51, 6, 15
2018/11/30, 245, 153, 4, 55, 5, 16
2018/12/1, 251, 186, 10, 36, 4, 15
2018/12/2, 254, 485, 20, 8, 4, 5
2018/12/3, 172, 205, 14, 19, 6, 6
2018/12/4, 159, 122, 13, 16, 4, 8
2018/12/5, 161, 102, 10, 21, 4, 8
2018/12/6, 139, 55, 10, 16, 5, 7
2018/12/7, 85, 56, 13, 15, 6, 6
2018/12/8, 101, 62, 9, 27, 10, 9
2018/12/9, 134, 86, 9, 28, 7, 12
2018/12/10, 177, 73, 15, 26, 7, 7
2018/12/11, 109, 81, 8, 33, 8, 10
2018/12/12, 151, 96, 5, 42, 9, 12
2018/12/13, 174, 114, 4, 43, 13, 15
2018/12/14, 189, 112, 4, 37, 6, 10
2018/12/15, 154, 68, 19, 30, 4, 8
2018/12/16, 120, 70, 21, 31, 6, 10
2018/12/17, 141, 96, 17, 39, 7, 13
2018/12/18, 173, 135, 4, 57, 8, 19
2018/12/19, 217, 148, 12, 47, 12, 23
2018/12/20, 248, 91, 9, 29, 8, 11
2018/12/21, 157, , , , , 
2018/12/27, 187, 54, 20, 15, 2, 8
2018/12/28, 96, 55, 15, 22, 3, 9
2018/12/29, 128, 72, 11, 29, 6, 12
2018/12/30, 155, , , , , 
2018/7/1, 68, 48, 49, 11, 1, 7
2018/7/2, 108, 42, 29, 13, 1, 7
2018/7/3, 90, 24, 32, 8, 1, 7
2018/7/4, 46, 32, 60, 7, 1, 8
2018/7/5, 62, 55, 85, 18, 2, 10
2018/7/6, 114, 60, 80, 15, 2, 9
2018/7/7, 137, 39, 37, 6, 2, 8
2018/7/8, 85, 21, 33, 7, 2, 8
2018/7/9, 52, 35, 18, 14, 2, 11
2018/7/10, 80, 19, 31, 8, 2, 7
2018/7/11, 27, 36, 57, 17, 2, 9
2018/7/12, 88, 53, 63, 15, 2, 9
2018/7/13, 99, 55, 68, 15, 2, 8
2018/7/14, 103, 44, 43, 12, 2, 7
2018/7/15, 69, 44, 44, 12, , 8
2018/7/16, 87, 40, 61, 12, 2, 7
2018/7/17, 60, 34, 29, 12, 2, 7
2018/7/18, 48, 29, 28, 5, 1, 5
2018/7/19, 62, 37, 41, 9, 1, 6
2018/7/20, 73, 33, 58, 8, 2, 6
2018/7/21, 52, 44, 49, 13, 2, 6
2018/7/22, 88, 46, 85, 11, 2, 7
2018/7/23, 100, 37, 67, 11, , 6
2018/7/24, 60, 45, 104, 16, 2, 7
2018/7/25, 75, 51, 49, 18, 2, 7
2018/7/26, 73, 49, 49, 16, 2, 7
2018/7/27, 88, 39, 70, 14, 2, 6
2018/7/28, 69, 41, 75, 12, 2, 6
2018/7/29, 69, 34, 64, 12, 3, 7
2018/7/30, 62, 35, 58, 12, 2, 7
2018/7/31, 72, 36, 65, 9, 3, 6
2018/8/1, 65, 22, 40, 16, 3, 5
2018/8/2, 46, 47, 96, 16, 3, 6
2018/8/3, 96, 56, 107, 16, 3, 6
2018/8/4, 103, 57, 105, 23, 3, 7
2018/8/5, 111, 65, 116, 18, 4, 9
2018/8/6, 141, 57, 123, 15, 3, 7
2018/8/7, 96, 36, 112, 10, 2, 6
2018/8/8, 65, 41, 86, 13, 2, 6
2018/8/9, 70, 30, 85, 12, 2, 5
2018/8/10, 56, 41, 64, 21, 3, 6
2018/8/11, 76, 38, 80, 15, 2, 6
2018/8/12, 61, 45, 84, 16, 2, 6
2018/8/13, 82, 57, 90, 19, 2, 8
2018/8/14, 110, 66, 79, 24, 2, 9
2018/8/15, 126, 55, 82, 16, 3, 8
2018/8/16, 99, 41, 51, 11, 2, 6
2018/8/17, 72, 36, 73, 13, 2, 7
2018/8/18, 66, 52, 92, 21, 4, 7
2018/8/19, 85, 57, 133, 19, 3, 7
2018/8/20, 104, 48, 70, 14, 3, 7
2018/8/21, 81, 24, 39, 7, 2, 5
2018/8/22, 30, 30, 55, 13, 2, 7
2018/8/23, 75, 35, 122, 16, 2, 7
2018/8/24, 71, 51, 123, 19, 3, 9
2018/8/25, 114, 59, 95, 17, 3, 9
2018/8/26, 116, 52, 109, 20, 3, 7
2018/8/27, 96, 62, 158, 18, 3, 7
2018/8/28, 135, 64, 123, 20, 3, 7
2018/8/29, 126, 64, 117, 20, 2, 6
2018/8/30, 124, 61, 98, 20, 3, 7
2018/8/31, 118, 40, 52, 12, 2, 7
2018/9/1, 53, 28, 34, 10, 2, 7
2018/9/2, 35, 26, 49, 11, 2, 6
2018/9/3, 44, 50, 90, 22, 5, 8
2018/9/4, 81, 33, 39, 9, 2, 6
2018/9/5, 37, 35, 35, 12, 2, 7
2018/9/6, 66, 46, 40, 16, 2, 6
2018/9/7, 55, 35, 47, 22, 3, 8
2018/9/8, 60, 48, 55, 25, 3, 8
2018/9/9, 70, 45, 61, 18, 3, 8
2018/9/10, 77, 47, 64, 24, 3, 8
2018/9/11, 73, 57, 42, 29, 4, 9
2018/9/12, 109, 55, 33, 24, 3, 8
2018/9/13, 102, 57, 27, 22, 3, 9
2018/9/14, 119, 35, 20, 10, 2, 8
2018/9/15, 38, 16, 22, 8, 2, 6
2018/9/16, 33, 24, 14, 15, 2, 7
2018/9/17, 66, 35, 20, 13, 2, 8
2018/9/18, 65, 20, 18, 10, 2, 10
2018/9/19, 42, 31, 14, 18, 2, 11
2018/9/20, 50, 63, 42, 16, 2, 7
2018/9/21, 48, 59, 52, 27, 3, 9
2018/9/22, 91, 61, 56, 30, 5, 11
2018/9/23, 122, 64, 25, 29, 4, 12
2018/9/24, 120, 41, 21, 21, 3, 10
2018/9/25, 71, 38, 10, 22, 3, 10
2018/9/26, 88, 40, 15, 17, 2, 11
2018/9/27, 86, 38, 29, 17, 2, 10
2018/9/28, 49, 46, 41, 20, 3, 8
2018/9/29, 66, 45, 39, 21, 8, 9
2018/9/30, 66, 41, 36, 23, 8, 8
2018/4/1, 108, 114, 38, 42, 3, 11
2018/4/2, 143, 106, 84, 27, 5, 11
2018/4/3, 147, 180, 31, 16, 2, 10
2018/4/4, 126, 78, 39, 10, 1, 9
2018/4/5, 107, 135, 46, 7, 1, 8
2018/4/6, 95, 75, 34, 27, 3, 9
2018/4/7, 89, 69, 42, 24, 2, 8
2018/4/8, 90, 83, 42, 33, 6, 9
2018/4/9, 131, 159, 39, 28, 3, 8
2018/4/10, 161, 199, 4, 42, 4, 11
2018/4/11, 191, 103, 20, 20, 2, 11
2018/4/12, 138, 31, 25, 8, 2, 8
2018/4/13, 53, 74, 38, 12, 2, 7
2018/4/14, 102, 78, 36, 29, 2, 8
2018/4/15, 129, 74, 34, 32, 6, 10
2018/4/16, 127, 77, 61, 30, 5, 11
2018/4/17, 146, 88, 51, 41, 5, 13
2018/4/18, 144, 96, 46, 28, 4, 11
2018/4/19, 99, 78, 44, 12, 5, 11
2018/4/20, 124, 49, 45, 13, 4, 11
2018/4/21, 101, 67, 22, 24, 4, 11
2018/4/22, 155, 55, 21, 14, 4, 14
2018/4/23, 161, 44, 19, 9, , 9
2018/4/24, 79, 25, 32, 9, 3, 9
2018/4/25, 54, 41, 50, 17, 4, 9
2018/4/26, 66, 56, 52, 30, 5, 10
2018/4/27, 92, 59, 25, 28, 4, 9
2018/4/28, 90, 53, 64, 18, 4, 7
2018/4/29, 85, 80, 30, 27, 4, 7
2018/4/30, 117, 79, 60, 20, 4, 7
2018/5/1, 102, 107, 55, 24, 4, 7
2018/5/2, 88, 115, 57, 35, 5, 8
2018/5/3, 124, 111, 14, 38, 4, 11
2018/5/4, 131, 130, 34, 14, 10, 8
2018/5/5, 82, 49, 15, 7, 4, 6
2018/5/6, 54, 48, 23, 14, , 7
2018/5/7, 67, 64, 17, 24, 4, 9
2018/5/8, 121, 67, 32, 17, 4, 9
2018/5/9, 126, 60, 27, 19, 4, 10
2018/5/10, 112, 47, 48, 8, 4, 7
2018/5/11, 41, 55, 53, 17, 4, 7
2018/5/12, 66, 66, 78, 34, 5, 9
2018/5/13, 102, 67, 62, 23, 4, 9
2018/5/14, 98, 62, 79, 21, 5, 8
2018/5/15, 108, 65, 84, 24, 4, 9
2018/5/16, 119, 80, 34, 14, 4, 7
2018/5/17, 117, 73, 55, 18, 5, 8
2018/5/18, 109, 54, 28, 15, 3, 10
2018/5/19, 115, 45, 20, 16, 3, 9
2018/5/20, 90, 59, 34, 11, 3, 7
2018/5/21, 102, 100, 49, 6, 3, 4
2018/5/22, 112, 75, 36, 32, 4, 7
2018/5/23, 118, 75, 73, 29, 5, 9
2018/5/24, 110, 66, 69, 23, 4, 9
2018/5/25, 94, 148, 36, 10, 3, 6
2018/5/26, 131, 93, 48, 13, 3, 6
2018/5/27, 118, 70, 34, 22, 4, 8
2018/5/28, 91, 56, 55, 25, 5, 7
2018/5/29, 78, 66, 39, 30, 4, 10
2018/5/30, 98, 51, 65, 23, 1, 8
2018/5/31, 72, 65, 53, 18, 1, 9
2018/6/1, 130, 56, 95, 17, 1, 9
2018/6/2, 90, 61, 77, 17, 3, 8
2018/6/3, 88, 51, 62, 14, 3, 7
2018/6/4, 66, 51, 79, 23, 3, 8
2018/6/5, 76, 53, 101, 23, 3, 9
2018/6/6, 83, 69, 43, 7, 3, 7
2018/6/7, 93, 38, 29, 5, 3, 6
2018/6/8, 49, 24, 55, 11, 3, 7
2018/6/9, 48, 36, 74, 19, 3, 8
2018/6/10, 66, 43, 88, 17, 5, 6
2018/6/11, 77, 41, 106, 19, 3, 7
2018/6/12, 74, 55, 82, 19, 3, 8
2018/6/13, 79, 61, 124, 25, 5, 8
2018/6/14, 94, 51, 68, 22, 4, 7
2018/6/15, 85, 48, 50, 14, 3, 7
2018/6/16, 99, 62, 99, 15, 2, 8
2018/6/17, 124, 41, 36, 12, 2, 9
2018/6/18, 69, 33, 78, 8, 2, 8
2018/6/19, 62, 47, 91, 16, 2, 7
2018/6/20, 96, 40, 67, 11, 3, 5
2018/6/21, 60, 51, 101, 18, 2, 7
2018/6/22, 100, 54, 105, 16, 2, 6
2018/6/23, 101, 51, 83, 11, 2, 6
2018/6/24, 92, 67, 31, 9, 1, 8
2018/6/25, 114, 40, 21, 8, 1, 7
2018/6/26, 70, 36, 29, 10, 1, 6
2018/6/27, 56, 35, 54, 11, 1, 6
2018/6/28, 57, 63, 90, 22, 1, 7
2018/6/29, 114, 52, 65, 10, 1, 6
2018/6/30, 89, 44, 62, 14, 1, 5
2018/1/1, 220, 227, 3, 41, 25, 26
2018/1/2, 275, 162, 4, 32, 10, 22
2018/1/3, 223, 73, 11, 19, 7, 11
2018/1/4, 169, 90, 12, 19, 13, 13
2018/1/5, 187, 97, 25, 13, 11, 15
2018/1/6, 189, 80, 36, 12, 13, 14
2018/1/7, 173, 64, 37, 15, 12, 8
2018/1/8, 105, 66, 34, 25, 9, 12
2018/1/9, 125, 96, 28, 27, 17, 13
2018/1/10, 161, 90, 27, 32, 12, 16
2018/1/11, 165, 131, 12, 48, 17, 20
2018/1/12, 208, 146, 14, 40, 13, 21
2018/1/13, 257, 168, 9, 53, 13, 26
2018/1/14, 294, 203, 13, 43, 12, 28
2018/1/15, 343, 142, 17, 44, 14, 23
2018/1/16, 233, 158, 30, 26, 12, 17
2018/1/17, 222, 117, 9, 38, 17, 18
2018/1/18, 205, 129, 16, 45, 10, 19
2018/1/19, 215, 132, 29, 40, 11, 18
2018/1/20, 227, 131, 18, 46, 10, 20
2018/1/21, 249, 139, 15, 40, 10, 19
2018/1/22, 241, 121, 9, 33, 8, 19
2018/1/23, 203, 122, 3, 29, 8, 20
2018/1/24, 215, 120, 8, 29, 4, 15
2018/1/25, 213, 115, 13, 26, 8, 14
2018/1/26, 206, 105, 23, 19, 6, 12
2018/1/27, 204, 140, 30, 17, 5, 12
2018/1/28, 166, 59, 38, 16, 10, 9
2018/1/29, 123, 57, 39, 19, 6, 10
2018/1/30, 122, 65, 37, 14, 6, 9
2018/1/31, 71, 77, 32, 27, 7, 12
2018/2/1, 146, 66, 31, 16, 7, 8
2018/2/2, 81, 77, 10, 36, 8, 14
2018/2/3, 137, 89, 27, 31, 8, 14
2018/2/4, 165, 76, 40, 28, 6, 13
2018/2/5, 153, 88, 34, 33, 7, 16
2018/2/6, 172, 99, 29, 30, 11, 16
2018/2/7, 164, 97, 22, 31, 12, 18
2018/2/8, 170, 150, 37, 22, 9, 11
2018/2/9, 160, 160, 40, 10, 4, 8
2018/2/10, 94, 76, 39, 17, 5, 10
2018/2/11, 108, 70, 31, 24, 7, 11
2018/2/12, 113, 81, 48, 23, 7, 14
2018/2/13, 149, 110, 39, 36, 15, 22
2018/2/14, 199, 116, 35, 23, 14, 17
2018/2/15, 187, 175, 50, 23, 17, 17
2018/2/16, 269, 158, 25, 20, 16, 21
2018/2/17, 275, 123, 37, 15, 12, 16
2018/2/18, 227, 55, 39, 8, 3, 8
2018/2/19, 113, 61, 25, 13, 4, 10
2018/2/20, 139, 46, 39, 7, 2, 7
2018/2/21, 73, 38, 40, 13, 2, 8
2018/2/22, 70, 64, 39, 17, 6, 11
2018/2/23, 120, 88, 42, 10, 2, 7
2018/2/24, 110, 95, 24, 33, 6, 13
2018/2/25, 158, 121, 22, 42, 9, 17
2018/2/26, 187, 95, 30, 27, 7, 16
2018/2/27, 167, 65, 38, 22, 4, 13
2018/2/28, 134, 94, 34, 30, 8, 15
2018/3/1, 163, 113, 35, 31, 7, 17
2018/3/2, 190, 136, 56, 29, 9, 18
2018/3/3, 240, 91, 31, 13, 6, 9
2018/3/4, 78, 44, 12, 19, 3, 9
2018/3/5, 125, 54, 23, 20, 5, 9
2018/3/6, 108, 56, 28, 17, 3, 10
2018/3/7, 140, 75, 26, 27, 6, 12
2018/3/8, 142, 112, 41, 31, 8, 14
2018/3/9, 205, 127, 41, 33, 5, 17
2018/3/10, 230, 166, 42, 49, 11, 18
2018/3/11, 284, 148, 66, 34, 7, 16
2018/3/12, 253, 103, 60, 34, 5, 14
2018/3/13, 181, 80, 54, 31, 6, 13
2018/3/14, 153, 88, 58, 30, 6, 12
2018/3/15, 162, 212, 33, 14, 3, 10
2018/3/16, 115, 63, 22, 21, 3, 11
2018/3/17, 117, 70, 13, 23, 3, 12
2018/3/18, 169, 70, 15, 22, 3, 14
2018/3/19, 166, 94, 32, 22, 4, 16
2018/3/20, 190, 107, 34, 24, 3, 15
2018/3/21, 161, 105, 50, 28, 5, 13
2018/3/22, 148, 88, 43, 32, 6, 14
2018/3/23, 145, 113, 43, 44, 9, 16
2018/3/24, 181, 120, 45, 44, 5, 14
2018/3/25, 203, 104, 59, 30, 3, 12
2018/3/26, 153, 79, 43, 29, 3, 9
2018/3/27, 94, 81, 50, 36, 3, 11
2018/3/28, 118, 98, 57, 28, 4, 11
2018/3/29, 136, 89, 50, 20, 3, 11
2018/3/30, 141, 94, 33, 19, 2, 11
2018/3/31, 127, 109, 49, 21, 2, 9
2017/10/1, 136, 70, 29, 20, 5, 13
2017/10/2, 126, 28, 23, 7, 4, 6
2017/10/3, 47, 22, 11, 16, 4, 8
2017/10/4, 41, 44, 10, 19, 4, 9
2017/10/5, 81, 63, 8, 26, 5, 11
2017/10/6, 120, 68, 14, 24, 5, 14
2017/10/7, 133, 79, 13, 21, 5, 16
2017/10/8, 129, 25, 23, 6, , 7
2017/10/9, 44, 23, 24, 9, 4, 7
2017/10/10, 32, 33, 3, 19, 4, 9
2017/10/11, 60, 30, 31, 19, 4, 9
2017/10/12, 59, 65, 11, 22, 5, 14
2017/10/13, 134, 80, 5, 24, 5, 16
2017/10/14, 157, 76, 12, 20, 4, 13
2017/10/15, 152, 65, 9, 19, 4, 11
2017/10/16, 129, 57, 11, 21, 4, 11
2017/10/17, 116, 70, 26, 14, 5, 14
2017/10/18, 143, 74, 25, 20, 5, 16
2017/10/19, 142, 104, 28, 22, 6, 19
2017/10/20, 165, 80, 21, 17, 5, 15
2017/10/21, 147, 80, 10, 15, 5, 15
2017/10/22, 132, 93, 29, 18, 6, 17
2017/10/23, 161, 88, 21, 19, 5, 14
2017/10/24, 146, 94, 14, 18, 5, 15
2017/10/25, 165, 70, 32, 19, 5, 13
2017/10/26, 120, 84, 15, 39, 6, 13
2017/10/27, 147, 87, 23, 25, 6, 10
2017/10/28, 136, 81, 12, 28, 6, 9
2017/10/29, 106, 64, 19, 22, 6, 8
2017/10/30, 110, 77, 5, 23, 6, 11
2017/10/31, 150, 67, 10, 22, 5, 12
2017/11/1, 132, 66, 26, 22, 5, 13
2017/11/2, 102, 75, 21, 30, 6, 10
2017/11/3, 119, 103, 17, 34, 7, 13
2017/11/4, 170, 121, 18, 34, 7, 16
2017/11/5, 209, 114, 29, 31, 6, 16
2017/11/6, 195, 76, 30, 24, 8, 10
2017/11/7, 121, 94, 19, 35, 11, 13
2017/11/8, 169, 109, 28, 24, 7, 13
2017/11/9, 165, 70, 13, 23, 7, 8
2017/11/10, 81, 80, 10, 27, 9, 11
2017/11/11, 128, 96, 8, 28, 8, 15
2017/11/12, 167, 99, 21, 30, 10, 15
2017/11/13, 179, 136, 4, 39, 9, 21
2017/11/14, 235, 155, 7, 47, 13, 23
2017/11/15, 254, 228, 6, 40, 8, 21
2017/11/16, 274, 163, 6, 35, 10, 21
2017/11/17, 290, 92, 9, 30, 11, 12
2017/11/18, 140, 78, 16, 20, 11, 9
2017/11/19, 145, 75, 9, 28, 9, 13
2017/11/20, 158, 92, 24, 23, 9, 11
2017/11/21, 153, 69, 50, 20, 7, 8
2017/11/22, 126, 73, 21, 32, 9, 13
2017/11/23, 141, 91, 8, 42, 10, 16
2017/11/24, 155, 85, 21, 34, 10, 14
2017/11/25, 146, 79, 9, 41, 12, 14
